Student ID,Gender,Age,School,Math Score,Reading Score,Writing Score,Class Performance
827,Female,19,A,93,84,82,D
828,Male,18,A,80,93,61,B
829,Female,17,A,93,83,86,A
830,Female,19,B,78,,72,B
831,Female,17,B,71,90,79,D
832,Male,21,B,63,93,68,D
833,Male,21,C,68,68,77,B
834,Female,18,E,99,83,71,C
835,Female,17,D,,61,62,D
836,Female,21,B,61,82,73,C
837,Female,21,D,97,70,83,A
838,Female,21,D,72,92,78,C
839,Male,19,A,84,78,92,A
840,Female,17,E,100,92,99,A
841,Male,21,C,66,,96,A
842,Male,19,D,84,94,79,D
843,Male,19,D,62,60,68,A
844,Male,20,C,66,68,79,B
845,Male,20,A,81,94,96,B
846,Female,21,E,84,84,72,C
847,Female,21,E,70,,64,B
848,Female,20,C,84,83,,C
849,Female,18,B,93,100,63,B
850,Male,20,D,75,62,72,D
851,Male,17,D,70,68,120,B
852,Male,20,E,,93,75,D
853,Male,20,B,83,88,78,D
854,Female,18,E,60,85,100,B
855,Male,19,C,64,83,87,A
856,Male,21,C,,84,71,D
857,Male,21,B,88,136,67,A
858,Female,18,D,83,64,97,A
859,Female,21,E,,76,94,A
860,Female,18,B,68,94,76,B
861,Female,18,C,75,77,90,C
862,Female,18,B,74,67,63,C
863,Male,19,D,84,71,64,D
864,Male,17,E,81,74,86,B
865,Female,17,D,67,75,65,A
866,Female,21,A,98,82,91,A
867,Male,21,D,115,84,85,B
868,Male,20,D,100,75,78,A
869,Female,19,E,76,69,77,D
870,Male,18,C,98,67,95,C
871,Female,19,D,68,,70,B
872,Male,19,A,85,95,84,A
873,Male,20,D,93,74,86,D
874,Male,20,B,91,92,69,C
875,Female,17,E,71,65,,C
876,Female,17,E,99,75,60,A
877,Male,17,A,63,76,62,B
878,Male,19,A,64,91,84,C
879,Male,18,B,77,76,73,D
880,Male,17,B,63,86,88,C
881,Female,19,C,64,86,92,D
882,Female,19,D,94,69,62,B
883,Male,21,C,60,85,74,A
884,Female,21,C,98,82,63,C
885,Female,19,E,79,90,66,A
886,Female,19,D,69,71,63,A
887,Male,21,A,77,,75,C
888,Male,19,E,80,82,84,C
889,Male,20,C,76,76,96,C
890,Female,20,D,84,71,85,A
891,Male,21,D,77,78,,D
892,Female,20,E,98,98,74,B
893,Female,20,E,65,67,93,D
894,Female,21,B,61,73,81,C
895,Female,20,C,,78,66,C
896,Male,18,C,67,87,85,D
897,Female,17,E,100,72,62,B
898,Female,19,C,92,66,,D
899,Female,17,A,66,91,81,C
900,Male,21,B,92,96,96,A
901,Male,18,D,62,92,98,D
902,Female,21,E,64,86,65,D
903,Female,20,A,64,89,83,C
904,Male,18,B,81,82,74,A
905,Male,17,B,81,90,73,A
906,Male,18,C,99,71,89,C
907,Female,19,C,74,74,62,A
908,Female,17,A,69,100,69,D
909,Female,21,E,68,61,69,A
910,Female,19,C,99,79,66,A
911,Male,18,C,62,87,62,C
912,Female,18,A,64,70,90,C
913,Female,21,B,74,80,64,B
914,Female,19,D,,66,68,B
915,Female,18,A,62,90,89,B
916,Female,21,B,70,82,98,C
917,Female,19,C,62,92,,C
918,Female,21,A,70,89,77,A
919,Male,17,B,80,85,93,A
920,Female,20,C,97,73,62,C
921,Female,19,D,99,99,79,B
922,Male,17,B,,99,71,D
923,Male,21,D,71,99,75,B
924,Male,19,B,95,86,69,C
925,Male,19,A,66,100,99,C
926,Female,21,A,78,63,63,D
927,Female,17,E,93,80,90,C
928,Female,20,C,79,71,80,D
929,Male,21,E,74,75,61,D
930,Male,20,D,82,98,99,A
931,Male,19,E,71,75,93,B
932,Male,18,D,70,,76,C
933,Female,19,B,89,65,96,A
934,Female,21,C,84,75,82,C
935,Male,18,E,87,70,63,A
936,Female,21,C,,92,92,D
937,Female,19,D,80,88,90,C
938,Male,17,E,89,72,93,B
939,Female,21,C,66,97,86,B
940,Male,18,D,66,94,78,B
941,Female,21,A,65,81,90,C
942,Female,21,D,80,97,72,B
943,Male,21,D,75,90,95,C
944,Male,20,E,90,100,86,B
945,Male,17,E,98,92,88,B
946,Female,18,A,64,86,68,D
947,Male,18,D,84,,75,A
948,Male,17,B,82,71,134,C
949,Male,17,A,,90,87,C
950,Female,19,D,82,80,68,A
951,Female,20,D,77,63,94,B
952,Female,21,E,100,76,72,B
953,Male,21,E,88,66,,C
954,Male,21,C,90,63,99,A
955,Female,21,E,81,88,88,C
956,Female,21,D,67,98,82,A
957,Female,20,A,87,93,98,D
958,Male,18,D,65,92,88,B
959,Male,20,D,82,79,79,B
960,Male,19,C,90,129,86,A
961,Female,21,E,81,65,81,D
962,Female,20,A,64,87,94,B
963,Female,21,C,77,62,72,A
964,Female,20,E,61,96,64,A
965,Male,21,E,93,,85,C
966,Female,17,B,93,73,80,D
967,Female,20,A,75,96,64,D
968,Female,19,B,83,89,78,B
969,Male,21,A,92,77,98,A
970,Male,18,A,71,61,60,B
971,Male,21,A,62,82,100,C
972,Male,19,D,94,72,63,B
973,Female,17,D,,95,92,C
974,Female,19,B,68,93,81,A
975,Female,18,B,82,61,83,A
976,Male,19,A,97,66,60,D
977,Female,18,C,76,84,71,A
978,Male,17,A,69,,80,C
979,Male,19,B,88,97,,D
980,Male,20,A,70,66,63,C
981,Female,21,B,86,91,,A
982,Male,17,E,99,79,94,B
983,Male,20,D,98,,82,B
984,Female,17,A,,73,96,B
985,Male,18,D,87,62,73,A
986,Female,17,C,61,86,84,B
987,Female,20,E,86,86,69,D
988,Female,19,C,61,,92,A
989,Female,20,D,80,92,60,C
990,Female,17,E,92,77,77,D
991,Male,21,B,76,99,94,C
992,Male,18,A,,71,82,C
993,Female,17,A,66,66,72,A
994,Female,19,B,65,64,86,B
995,Female,20,D,81,67,71,B
996,Female,18,E,89,96,79,C
997,Female,17,C,93,91,80,A
998,Male,19,C,92,93,65,C
999,Male,21,B,99,63,73,A
1000,Male,20,C,68,86,70,D
1001,Male,17,E,72,74,64,D
1002,Female,17,C,75,99,72,D
1003,Male,20,C,88,89,88,A
1004,Female,20,B,76,79,100,A
1005,Male,18,D,92,76,,A
1006,Male,18,E,84,66,,C
1007,Female,20,B,66,90,60,C
1008,Male,17,E,84,90,73,A
1009,Male,17,C,77,83,,A
1010,Male,17,D,63,93,75,A
1011,Male,19,D,76,61,69,B
1012,Female,21,B,80,92,70,C
1013,Male,19,A,98,95,99,D
1014,Male,17,A,80,89,75,C
1015,Male,21,D,83,95,97,C
1016,Male,21,D,73,60,77,D
1017,Male,21,A,70,82,69,A
1018,Male,20,B,71,94,81,D
1019,Male,18,E,67,67,78,D
1020,Female,17,B,87,76,61,D
1021,Female,19,E,82,62,84,B
1022,Male,17,E,86,79,89,A
1023,Female,19,B,74,65,97,D
1024,Female,21,D,71,82,61,A
1025,Male,17,C,99,96,76,A
1026,Female,21,B,78,95,80,C
1027,Female,17,A,92,85,,B
1028,Female,20,B,,91,96,D
1029,Female,19,B,91,94,82,B
1030,Male,21,E,71,92,88,B
1031,Female,19,D,79,76,71,D
1032,Male,18,B,,92,68,B
1033,Female,17,D,91,76,83,D
1034,Male,21,C,60,88,93,C
1035,Male,21,A,98,74,78,A
1036,Female,19,A,87,64,80,B
1037,Female,17,A,87,84,75,D
1038,Male,17,E,64,85,90,B
1039,Male,20,A,64,95,67,B
1040,Female,19,C,94,67,93,A
1041,Male,21,C,91,72,,D
1042,Female,17,B,97,88,78,A
1043,Male,18,D,64,100,92,A
1044,Female,20,E,74,76,,A
1045,Male,18,B,,74,88,B
1046,Male,20,D,64,62,86,D
1047,Male,18,D,86,91,67,C
1048,Female,18,E,61,79,81,A
1049,Female,17,D,99,63,,D
1050,Female,18,E,86,78,64,B
1051,Female,19,A,73,94,100,A
1052,Female,17,A,77,89,61,B
1053,Female,20,D,77,88,92,D
1054,Male,18,A,91,66,80,C
1055,Female,18,B,60,83,74,A
1056,Male,18,E,,77,72,A
1057,Male,17,D,81,69,64,A
1058,Male,18,C,72,76,62,B
1059,Female,21,E,78,69,75,D
1060,Female,18,E,94,83,62,B
1061,Female,18,C,89,67,80,C
1062,Male,19,E,80,97,98,C
1063,Female,19,D,63,67,,A
1064,Male,17,A,87,97,82,D
1065,Female,18,D,78,90,90,C
1066,Female,18,D,80,98,93,A
1067,Male,21,C,70,82,73,D
1068,Female,20,D,,63,90,B
1069,Female,20,C,74,66,87,A
1070,Female,19,A,89,85,96,B
1071,Male,20,C,83,96,94,A
1072,Male,19,D,73,87,79,C
1073,Female,20,A,,80,81,A
1074,Female,20,A,85,74,99,A
1075,Female,21,A,81,85,71,B
1076,Male,20,E,64,91,84,D
1077,Female,17,D,98,95,84,A
1078,Male,19,C,91,66,95,D
1079,Female,18,D,93,95,,A
1080,Female,20,E,67,69,75,B
1081,Male,17,D,81,91,91,B
1082,Male,18,D,61,77,79,A
1083,Female,21,D,64,77,87,D
1084,Female,21,D,91,98,,B
1085,Female,17,E,65,77,96,D
1086,Male,19,E,60,88,93,A
1087,Female,21,E,89,93,61,C
1088,Female,18,D,81,69,66,B
1089,Male,18,E,93,,96,C
1090,Female,20,A,79,77,85,B
1091,Female,18,A,69,73,71,C
1092,Male,21,B,67,72,78,B
1093,Female,20,C,84,82,97,D
1094,Female,17,C,90,,92,D
1095,Male,18,E,66,69,69,B
1096,Male,20,A,,99,73,D
1097,Female,20,D,98,73,91,B
1098,Female,20,C,76,73,69,C
1099,Female,19,C,72,69,79,A
1100,Female,17,A,78,98,78,A
1101,Male,20,B,74,92,86,B
1102,Male,21,E,68,74,60,D
1103,Female,18,A,97,82,99,D
1104,Male,18,A,69,75,72,D
1105,Male,21,C,99,,99,B
1106,Female,21,D,68,69,74,D
1107,Male,18,D,76,86,66,A
1108,Female,20,C,71,76,71,D
1109,Female,20,E,90,83,65,B
1110,Female,21,D,63,65,76,B
1111,Female,17,C,100,97,92,D
1112,Female,19,D,60,60,94,A
1113,Female,21,C,76,78,86,B
1114,Male,19,D,61,86,75,A
1115,Male,18,C,78,97,96,A
1116,Male,20,A,88,81,61,C
1117,Female,21,B,63,88,,D
1118,Female,17,C,94,70,81,C
1119,Female,17,C,66,91,88,B
1120,Male,18,E,95,69,92,D
1121,Male,18,D,74,92,70,D
1122,Female,18,C,92,73,65,B
1123,Female,21,D,97,95,88,C
1124,Male,17,E,66,77,83,C
1125,Female,17,C,69,94,95,C
1126,Male,19,C,100,96,86,C
1127,Male,20,E,91,77,87,B
1128,Male,21,E,83,88,89,D
1129,Female,20,C,145,65,90,C
1130,Male,20,D,81,91,63,B
1131,Male,20,A,61,81,78,C
1132,Male,21,C,72,80,64,D
1133,Male,17,D,,77,76,C
1134,Male,18,B,86,88,89,B
1135,Female,19,E,95,134,81,B
1136,Male,19,C,83,63,97,A
1137,Female,19,A,63,73,,D
1138,Male,19,D,83,81,100,C
1139,Female,21,A,,76,85,C
1140,Male,17,D,91,75,79,C
1141,Male,19,C,70,70,66,B
1142,Female,17,B,66,76,,D
1143,Female,17,E,64,90,71,D
1144,Male,19,C,72,89,100,C
1145,Female,18,A,94,88,99,D
1146,Female,20,E,83,73,86,C
1147,Female,18,E,121,80,81,D
1148,Male,18,C,82,77,67,D
1149,Female,18,E,85,86,,C
1150,Male,17,C,62,89,98,B
1151,Male,17,C,74,,80,C
1152,Female,17,D,88,80,93,C
1153,Male,21,B,62,73,85,D
1154,Female,18,A,66,86,70,A
1155,Female,19,C,77,,84,A
1156,Male,20,B,71,80,91,B
1157,Female,18,B,62,95,,A
1158,Male,19,C,99,73,90,C
1159,Male,19,C,78,73,87,A
1160,Female,20,D,72,66,90,C
1161,Male,18,C,78,77,,C
1162,Male,18,E,72,81,99,A
1163,Female,21,A,96,75,74,A
1164,Male,19,C,,64,97,D
1165,Female,18,B,72,75,124,D
1166,Male,17,A,72,92,68,D
1167,Male,17,D,79,83,96,C
1168,Female,19,B,66,78,97,D
1169,Female,18,B,94,79,70,C
1170,Female,21,E,89,77,82,B
1171,Male,20,C,97,92,88,B
1172,Female,20,B,74,63,79,D
1173,Male,18,A,67,99,86,B
1174,Female,20,E,77,99,97,B
1175,Male,20,A,68,96,83,C
1176,Female,17,A,74,81,80,B
1177,Female,18,B,81,77,69,D
1178,Male,17,B,99,81,76,D
1179,Male,21,C,63,65,64,D
1180,Female,21,C,71,68,91,D
1181,Female,17,A,63,60,68,A
1182,Male,21,A,82,66,65,C
1183,Female,20,E,63,67,88,A
1184,Male,17,E,60,79,100,A
1185,Female,19,B,98,118,94,A
1186,Female,18,D,88,81,60,C
1187,Female,21,C,93,82,97,D
1188,Male,20,B,66,67,86,B
1189,Female,17,C,73,96,83,A
1190,Female,19,D,61,67,81,B
1191,Male,17,C,66,60,,C
1192,Female,19,B,99,80,96,B
1193,Male,20,E,90,71,82,D
1194,Female,21,E,71,100,65,B
1195,Female,19,E,,61,79,B
1196,Female,18,D,80,76,70,B
1197,Female,21,C,94,75,65,A
1198,Female,21,B,81,96,71,A
1199,Female,17,B,62,93,96,A
1200,Male,19,B,85,87,97,C
1201,Male,21,E,89,83,94,C
1202,Male,17,E,98,88,72,B
1203,Female,17,C,60,93,62,D
1204,Male,17,B,65,83,96,B
1205,Male,20,A,89,75,78,D
1206,Female,18,A,100,60,97,D
1207,Male,17,C,68,92,96,B
1208,Female,19,E,98,69,76,D
1209,Female,20,A,63,92,82,B
1210,Male,18,A,93,63,63,A
1211,Male,17,E,71,98,98,D
1212,Female,20,B,68,89,,C
1213,Male,18,B,82,79,80,A
1214,Male,20,D,81,98,72,D
1215,Female,19,A,89,,99,B
1216,Female,19,C,91,65,130,B
1217,Male,19,C,86,100,71,C
1218,Male,21,C,67,91,67,A
1219,Female,17,B,94,,71,A
1220,Female,18,B,86,85,99,D
1221,Female,21,D,88,87,65,B
1222,Female,21,C,84,63,87,A
1223,Male,20,D,98,66,100,D
1224,Male,20,E,110,100,87,B
1225,Female,20,A,75,78,72,D
1226,Male,20,A,72,84,83,B
1227,Male,19,D,86,80,61,D
1228,Male,21,E,100,98,98,C
1229,Female,20,C,77,96,78,D
1230,Female,20,D,64,112,68,B
1231,Male,20,C,71,91,67,D
1232,Male,21,B,88,68,95,D
1233,Male,19,B,68,97,95,B
1234,Male,21,D,85,67,95,B
1235,Male,19,D,63,82,68,A
1236,Male,20,B,71,90,61,C
1237,Female,21,C,72,69,63,A
1238,Female,18,C,77,76,90,A
1239,Female,19,A,76,79,,C
1240,Female,19,D,86,71,69,A
1241,Female,20,C,81,92,99,B
1242,Male,20,D,74,96,93,C
1243,Female,18,C,93,68,73,A
1244,Female,19,D,96,80,95,B
1245,Male,17,C,92,76,77,B
1246,Male,21,E,72,74,77,D
1247,Female,20,B,96,78,73,B
1248,Female,18,C,,81,68,B
1249,Female,19,B,80,79,81,A
1250,Female,18,C,92,78,71,D
1251,Female,21,D,64,87,91,D
1252,Male,21,A,60,62,97,A
1253,Male,18,A,70,63,93,A
1254,Male,18,E,74,63,94,A
1255,Male,17,A,118,94,90,A
1256,Male,21,C,83,79,100,C
1257,Female,20,E,98,87,69,D
1258,Female,19,A,94,83,100,C
1259,Female,19,A,76,75,68,A
1260,Female,19,D,78,61,82,C
1261,Male,18,E,,99,64,A
1262,Female,19,D,83,78,89,A
1263,Male,17,B,77,66,69,A
1264,Male,19,A,78,85,76,B
1265,Female,21,A,85,,86,B
1266,Male,19,A,93,89,68,C
1267,Female,20,E,66,83,,D
1268,Male,20,C,75,78,79,B
1269,Female,19,A,98,99,126,A
1270,Male,21,A,86,95,91,A
1271,Female,21,C,74,71,94,A
1272,Male,18,A,,78,97,A
1273,Female,18,B,99,61,66,C
1274,Male,20,C,75,100,92,D
1275,Male,19,D,78,62,78,C
1276,Female,19,A,82,100,67,D
1277,Male,19,A,88,73,91,B
1278,Female,17,D,74,71,99,B
1279,Male,21,E,87,74,126,B
1280,Female,21,A,76,79,73,D
1281,Male,20,E,86,98,64,B
1282,Male,19,A,133,68,64,A
1283,Male,18,B,84,63,95,B
1284,Female,19,D,99,88,75,D
1285,Male,20,C,87,90,73,B
1286,Female,19,B,62,79,86,D
1287,Male,21,A,62,74,89,D
1288,Male,18,C,69,,62,B
1289,Female,17,A,98,61,70,A
1290,Female,21,C,86,76,84,A
1291,Female,21,E,90,61,85,C
1292,Male,20,A,67,72,95,B
1293,Male,19,C,88,78,99,A
1294,Female,20,C,70,83,62,D
1295,Female,20,A,65,94,85,B
1296,Female,17,C,74,75,97,D
1297,Male,18,A,90,81,98,A
1298,Male,20,D,79,76,60,B
1299,Male,18,A,78,95,69,D
1300,Female,18,E,78,69,,C
1301,Female,18,B,84,93,83,D
1302,Male,20,E,85,92,96,B
1303,Female,20,C,73,67,84,A
1304,Male,21,E,75,62,95,C
1305,Male,18,A,79,85,96,B
1306,Female,20,D,66,95,92,D
1307,Female,19,B,100,69,60,C
1308,Female,21,A,93,72,90,B
1309,Male,18,A,60,61,85,C
1310,Female,21,C,71,97,82,A
1311,Female,18,B,68,74,69,B
1312,Male,18,A,67,97,93,A
1313,Male,17,E,96,65,75,A
1314,Male,18,B,69,69,92,B
1315,Male,18,A,85,82,78,A
1316,Male,18,D,82,79,81,A
1317,Female,21,A,76,71,87,D
1318,Male,19,D,80,98,74,B
1319,Female,18,C,,94,65,C
1320,Male,19,A,75,82,77,C
1321,Male,17,E,87,67,95,C
1322,Male,18,B,97,89,86,D
1323,Male,19,A,76,,91,B
1324,Male,18,B,82,93,68,C
1325,Male,21,D,65,79,70,B
1326,Male,21,E,78,95,95,B
1327,Male,17,E,61,94,77,C
1328,Female,21,E,146,82,71,C
1329,Male,20,C,69,67,90,A
1330,Female,18,E,75,,73,B
1331,Male,20,D,78,80,90,B
1332,Male,19,B,100,62,75,A
1333,Male,17,C,83,81,71,D
1334,Female,19,C,69,77,86,D
1335,Female,19,A,63,79,83,A
1336,Female,17,A,81,65,100,B
1337,Female,18,D,60,93,77,D
1338,Female,17,D,66,,62,B
1339,Female,18,D,63,77,82,C
1340,Female,20,C,70,91,82,D
1341,Female,18,A,66,83,72,C
1342,Female,20,E,76,82,75,A
1343,Male,19,A,91,67,77,A
1344,Male,19,D,80,80,94,A
1345,Male,21,D,62,98,95,B
1346,Male,19,D,,99,78,C
1347,Female,18,E,70,65,100,A
1348,Male,21,C,83,85,69,C
1349,Male,18,E,72,66,92,B
1350,Female,20,A,97,85,98,D
1351,Male,19,D,64,92,93,A
1352,Female,20,C,87,65,91,A
1353,Female,21,C,87,90,74,D
1354,Female,17,D,66,85,70,A
1355,Male,18,C,85,91,91,B
1356,Female,19,C,69,98,95,A
1357,Female,17,A,63,70,96,B
1358,Female,18,A,60,75,86,C
1359,Male,21,B,66,96,82,B
1360,Female,18,E,96,,80,A
1361,Female,21,C,65,100,79,B
1362,Male,21,D,69,93,77,C
1363,Male,19,C,86,67,90,B
1364,Female,21,C,72,64,66,B
1365,Female,19,E,82,74,68,C
1366,Female,20,C,81,87,98,B
1367,Female,17,C,98,67,67,C
1368,Male,20,E,,62,88,D
1369,Female,18,D,87,100,,A
1370,Female,17,D,81,78,71,A
1371,Male,18,C,66,75,100,B
1372,Male,20,E,127,61,82,D
1373,Female,17,D,,84,72,C
1374,Male,18,C,75,63,66,A
1375,Female,17,A,81,,87,C
1376,Female,21,C,62,62,73,B
1377,Male,18,B,84,77,75,A
1378,Female,17,E,80,92,63,A
1379,Female,18,D,91,64,75,D
1380,Female,18,C,87,,89,A
1381,Male,20,E,60,95,76,A
1382,Male,18,D,76,99,76,B
1383,Female,21,C,96,77,82,D
1384,Female,20,C,86,67,73,A
1385,Female,17,B,63,85,78,A
1386,Female,18,B,67,75,77,D
1387,Male,18,A,98,63,60,B
1388,Male,19,C,,86,88,A
1389,Male,21,E,84,81,99,A
1390,Male,19,E,99,75,91,C
1391,Male,21,D,63,92,,C
1392,Male,19,E,89,98,84,B
1393,Female,18,E,91,92,66,B
1394,Female,17,C,95,71,86,C
1395,Male,17,E,93,92,76,C
1396,Male,18,C,75,66,65,B
1397,Female,17,E,82,79,71,B
1398,Male,21,E,66,60,61,D
1399,Female,18,C,97,92,69,A
1400,Male,18,C,80,77,91,C
1401,Male,17,E,74,86,76,D
1402,Male,20,B,,68,77,C
1403,Female,17,A,,66,66,B
1404,Female,21,E,,66,145,D
1405,Female,20,C,89,68,75,B
1406,Male,17,B,83,78,75,D
1407,Male,21,D,75,76,98,A
1408,Male,18,E,,93,83,A
1409,Male,21,E,99,71,62,A
1410,Female,18,D,,85,64,A
1411,Male,20,C,81,61,88,C
1412,Male,19,E,75,64,,D
1413,Female,21,B,92,71,80,D
1414,Male,17,E,60,,82,C
1415,Male,18,A,79,86,94,B
1416,Male,17,D,100,83,77,A
1417,Female,21,B,68,68,89,A
1418,Male,20,C,92,66,73,C
1419,Male,17,C,62,94,75,C
1420,Female,20,A,62,68,96,D
1421,Male,19,E,98,87,71,D
1422,Male,18,C,60,92,88,C
1423,Male,18,E,97,80,92,B
1424,Female,21,E,91,70,86,A
1425,Female,17,A,83,62,92,C
1426,Male,18,A,93,78,90,B
1427,Male,19,D,64,87,80,B
1428,Male,19,E,75,68,68,A
1429,Female,17,B,71,99,60,D
1430,Female,19,C,92,78,76,A
1431,Male,20,B,81,91,64,A
1432,Female,19,B,84,62,72,A
1433,Female,20,A,99,80,68,B
1434,Female,20,E,61,63,75,D
1435,Male,21,D,98,150,86,B
1436,Male,21,B,72,,89,A
1437,Female,18,A,64,89,75,C
1438,Female,17,A,75,64,77,A
1439,Female,18,A,,88,94,A
1440,Female,19,E,99,100,63,B
1441,Female,20,A,70,92,92,C
1442,Female,19,D,78,92,79,C
1443,Male,21,A,87,93,60,B
1444,Male,18,E,69,,62,A
1445,Female,20,B,77,75,83,C
1446,Female,17,E,96,74,,B
1447,Male,20,A,,70,92,A
1448,Male,17,E,98,92,100,C
1449,Female,17,E,81,77,73,D
1450,Female,19,D,100,,87,C
1451,Male,17,C,62,94,88,B
1452,Male,17,C,68,93,100,C
1453,Male,20,E,90,65,69,C
1454,Female,19,E,99,60,90,C
1455,Female,21,E,62,74,60,C
1456,Female,21,C,68,66,82,C
1457,Female,19,A,64,75,86,B
1458,Male,20,D,91,76,97,B
1459,Male,19,C,95,72,86,A
1460,Male,17,B,69,97,63,D
1461,Male,18,E,77,80,63,D
1462,Female,20,C,99,87,79,B
1463,Male,17,D,70,63,62,A
1464,Female,17,C,82,93,,C
1465,Female,18,C,,91,94,B
1466,Female,21,D,98,68,93,C
1467,Male,18,E,77,73,66,D
1468,Male,20,D,77,81,89,C
1469,Female,19,E,68,86,94,C
1470,Male,21,B,66,87,63,D
1471,Male,20,E,72,,65,D
1472,Female,18,D,98,93,70,B
1473,Male,18,A,96,67,,A
1474,Female,17,C,60,90,61,A
1475,Male,20,A,96,79,92,C
1476,Female,18,D,62,100,70,A
1477,Male,17,B,63,96,99,C
1478,Male,21,D,94,88,76,C
1479,Male,18,B,69,96,65,B
1480,Male,21,C,97,,72,C
1481,Male,18,C,68,85,,A
1482,Female,20,B,65,72,87,B
1483,Female,18,B,69,75,76,B
1484,Female,17,B,80,100,65,A
1485,Male,19,C,92,88,74,D
1486,Male,19,B,94,68,72,B
1487,Male,17,C,69,84,70,A
1488,Male,19,D,78,89,99,C
1489,Female,21,E,81,84,78,C
1490,Male,20,A,73,97,73,B
1491,Male,17,E,81,83,76,B
1492,Female,17,E,89,70,90,C
1493,Male,20,E,62,98,80,B
1494,Male,21,D,92,87,124,C
1495,Female,21,D,82,91,63,B
1496,Female,21,A,90,78,69,D
1497,Female,20,B,62,62,84,B
1498,Male,21,B,94,81,78,C
1499,Female,21,C,69,65,90,B
1500,Female,19,B,77,69,90,D
1501,Male,21,E,75,100,65,A
1502,Female,18,B,87,72,66,B
1503,Male,19,D,84,82,78,A
1504,Male,19,E,63,90,64,D
1505,Female,20,D,94,96,,A
1506,Female,18,E,94,89,84,B
1507,Female,17,B,81,92,84,A
1508,Female,19,D,60,73,79,B
1509,Female,21,E,81,91,64,A
1510,Male,17,C,96,61,63,D
1511,Female,19,D,81,75,69,D
1512,Male,20,C,100,86,68,A
1513,Female,21,D,63,87,82,D
1514,Male,17,A,88,88,65,B
1515,Female,19,B,71,60,64,A
1516,Male,17,E,84,83,68,B
1517,Female,21,A,72,93,63,C
1518,Female,19,C,96,,60,C
1519,Male,19,B,95,66,81,A
1520,Female,21,A,78,90,,A
1521,Female,18,B,94,65,85,A
1522,Male,17,E,79,64,96,A
1523,Male,20,E,67,60,82,A
1524,Male,21,C,84,85,90,A
1525,Male,20,B,81,100,69,C
1526,Male,20,A,87,66,84,C
1527,Female,18,A,65,86,95,D
1528,Female,19,A,64,81,88,C
1529,Female,17,B,75,86,94,B
1530,Female,18,D,70,95,73,B
1531,Female,20,C,76,88,84,B
1532,Male,18,E,100,87,88,D
1533,Male,18,C,78,87,83,D
1534,Female,18,E,70,83,97,A
1535,Female,21,E,69,65,88,D
1536,Female,17,B,100,97,88,A
1537,Female,18,D,61,95,88,C
1538,Female,17,E,78,85,87,D
1539,Female,20,A,73,63,98,A
1540,Male,18,A,83,82,99,D
1541,Female,17,E,69,65,84,D
1542,Male,17,C,68,88,74,A
1543,Female,19,D,95,74,76,D
1544,Female,20,C,85,88,64,B
1545,Male,18,A,80,64,70,C
1546,Female,20,E,71,64,70,A
1547,Male,20,E,66,98,62,B
1548,Female,20,C,85,63,99,D
1549,Male,20,B,79,88,66,A
1550,Male,20,C,88,96,75,D
1551,Male,19,B,95,74,93,C
1552,Female,18,E,96,85,75,A
1553,Female,19,D,82,91,77,B
1554,Male,21,C,87,94,74,B
1555,Male,20,B,79,68,94,A
1556,Female,18,D,65,97,,C
1557,Female,19,B,97,82,63,A
1558,Male,18,C,73,64,63,A
1559,Female,21,A,73,77,93,B
1560,Male,18,C,70,66,71,B
1561,Female,20,C,68,86,92,A
1562,Female,21,E,67,71,96,C
1563,Male,18,E,99,88,90,C
1564,Male,19,E,63,95,,C
1565,Female,17,E,70,79,62,D
1566,Female,20,A,83,99,76,A
1567,Female,19,C,86,94,76,A
1568,Male,19,C,82,91,86,A
1569,Female,21,A,68,60,95,C
1570,Male,17,B,96,87,92,A
1571,Male,18,B,72,62,68,B
1572,Male,19,B,67,60,75,C
1573,Male,20,D,76,86,62,D
1574,Male,19,E,60,,96,A
1575,Female,20,B,100,64,81,B
1576,Female,17,A,81,91,78,B
1577,Male,18,E,81,89,99,D
1578,Female,19,B,74,64,98,C
1579,Male,20,B,95,60,99,C
1580,Male,18,B,80,91,76,C
1581,Female,21,D,60,78,86,D
1582,Male,21,A,98,71,70,A
1583,Female,21,B,79,61,63,B
1584,Female,20,E,64,94,93,D
1585,Male,19,A,87,83,,A
1586,Female,21,D,64,87,92,B
1587,Female,20,B,61,98,73,C
1588,Female,21,E,72,67,69,A
1589,Female,20,C,65,100,84,A
1590,Male,21,E,94,78,73,A
1591,Male,21,C,83,83,61,A
1592,Male,21,E,96,78,,C
1593,Male,21,E,74,86,99,D
1594,Female,17,A,91,,68,A
1595,Male,20,E,81,88,64,C
1596,Female,21,B,72,95,71,B
1597,Female,21,B,83,69,67,A
1598,Male,21,E,79,91,,C
1599,Female,19,C,68,92,82,C
1600,Male,20,C,90,82,79,B
1601,Female,17,B,72,74,74,A
1602,Male,18,D,86,65,73,D
1603,Female,17,E,68,68,80,C
1604,Female,19,B,93,92,89,C
1605,Female,18,D,62,72,80,B
1606,Female,20,D,65,64,86,C
1607,Male,20,D,94,94,65,D
1608,Female,20,C,82,88,73,B
1609,Female,17,E,73,67,93,D
1610,Female,18,D,94,,78,D
1611,Female,19,B,98,60,69,D
1612,Female,17,B,98,93,135,D
1613,Male,18,E,100,100,99,A
1614,Female,18,B,68,80,84,B
1615,Male,17,C,,89,74,A
1616,Female,20,E,66,74,96,C
1617,Female,17,D,64,73,87,D
